Texte,source_fichier
"Une équation représente parfaitement l'accord entre deux propositions : la résoudre, c'est agir parfaitement.",idee_perfection_19
"L'être humain est faillible, il peut se tromper et faire des erreurs, mais l’instant où il résout une équation, cette résolution est parfaite et inaliénable.",idee_perfection_19
"L'idée de perfection, comme totalité complète et suffisante, reste intacte : aucune imperfection ne naît d'un arrêt, s'il s'agit d'un acte et non d'un état, qui est par définition contingent. pour l'être humain.",idee_perfection_19
"C'est ainsi que dans ses Réflexions sur les causes de la liberté et de l'oppression sociale, Simone Weil prend pour exemple les mathématiques, pour illustrer la liberté, comprise non comme un désir et sa satisfaction, mais comme un accord entre une pensée et la réalité : je juge de ce que je devrais faire sur le modèle mathématique, voilà la véritable liberté et donc une liberté parfaite.",idee_perfection_19
"Il faut également libérer l'idée de perfection de son caractère unique et rare, si l'on veut la saisir le plus justement possible.",idee_perfection_19
"Si l'on pratique quelque chose parfaitement mais quotidiennement et de manière banale, l'idée de perfection perdra de son importance, et par là son caractère inaccessible.",idee_perfection_19
"Dans le paragraphe 123 des Recherches philosophiques, Wittgenstein dit du langage ordinaire qu'il est parfait tel qu'il est, en regard des critiques qui lui sont adressées par les logiques formelles : en effet, il remplit parfaitement son rôle, la compréhension, et ce, au quotidien en tout lieu.",idee_perfection_19
"Chaque conversation, monologue, ou encore discours, chaque ""jeu de langage"" est parfait en soi, et participe de cette idée de perfection, qui devient banale : la hiérarchie qu'elle implique devient horizontale, sans pour autant être dévalorisée.",idee_perfection_19
"Psychologiquement, la perfection et l’idée qu’on s’en fait s’allège et perd son poids et son côté illusoire, la hiérarchie perd son axiologie mais conserve un certain aspect ontologique refondé non plus sur le modèle divin, mais l'humain.",idee_perfection_19
"Qu'en est-il alors de cette diversité des idées de perfection, la perfection absolue du Dieu, la progressive d'un état, la relative d'un acte?",idee_perfection_19
"C'est probablement le paragraphe 426 des Recherches philosophiques qui en donne la meilleure composition : par une métaphore urbaine, Wittgenstein fait de l'idée de Dieu, et donc de la perfection, une avenue dont l'accès est barré, condamnant l'être humain à prendre des chemins secondaires ; et pourtant il parvient toujours à se déplacer.",idee_perfection_19
"L'idée de perfection, en tant qu'idée est un idéal tout à fait concevable mais inatteignable, et en réalité inutile en tant qu'il est celui d'un Dieu omniscient et omnipotent.",idee_perfection_19
"La perfection, à l'échelle humaine, se réalise dans les actes, et ce n'est qu'après qu'en vient l'idée, qui la cristallise pour la rendre inaccessible et absolue.",idee_perfection_19
"En faisant de la perfection un acte et de l'idée de perfection quelque chose qui en découle, on peut ainsi, finalement situer l'idée de perfection à portée de l'être humain tout en lui garantissant effectivement l'accès à des actes parfaits.",idee_perfection_19
"Du violoniste virtuose qui joue parfaitement son morceau, on déduit une mélodie encore plus parfaite, mais juste un peu trop parfaite pour être jouée.",idee_perfection_19
"Il s'agissait donc, dans cette réflexion, de rendre raison de la perfection en tant qu'idée, à la fois dans tous ses degrés et leur interaction, et en tant que la possible concrétisation de cette idée : d'un modèle divin de perfection absolue mais inaccessible dont on ne peut avoir que l'idée et une conception limitée, on est passé à une conception plus relative de la perfection comme horizon et perfectionnement permanent, dont l'idée est devenue un idéal vers lequel se diriger.",idee_perfection_19
"Enfin, on a pensé la perfection comme un acte, ce qui préservait son unité tout en la rendant accessible à l'homme ; son idée a alors été dérivée de la perfection, plutôt que l'inverse.",idee_perfection_19
"Ainsi, si ""l'idée de perfection"" peut apparaître oxymorique de par la nécessaire incarnation d'une perfection, on a montré d’un côté qu’une idée était une certaine forme de réalisation, et d'un autre que l'accomplissement d'une perfection était au final plus commune qu'on pourrait le croire.",idee_perfection_19
"Cette accessibilité, en retour, devient alors matière à repenser toute axiologie fondée par cette idée même de perfection.",idee_perfection_19
"Dans son ouvrage Du Contrat social, publié dans la seconde moitié du XVIIIème siècle, Rousseau voit à la fondation de la société humaine un accord, un contrat librement érigé et accepté précisément parce que ce contrat social se fait sur la base d’un certain degré ou d’un certain mode d’égalité et de liberté de tous les citoyens.",la_servitude_volontaire
"C’est même précisément le contrat social qui permet la liberté politique, parce que c’est un accord de tous.",la_servitude_volontaire
"La notion de “servitude volontaire”, tout comme le contrat social, implique de penser une structure politique et une attitude sociale.",la_servitude_volontaire
"Mais là où le contrat social garantit notre liberté, la servitude volontaire impliquerait non pas de consentir à une structure politique qui garantirait notre liberté, mais précisément une structure politique qui garantirait notre domination.",la_servitude_volontaire
"Et pourtant, cette servitude serait, semble-t-il, volontaire.",la_servitude_volontaire
"L’énoncé que nous allons traiter, “la servitude volontaire”, apparaît donc immédiatement comme oxymorique voire comme paradoxale.",la_servitude_volontaire
"Car la servitude décrit un état de dépendance complète d’un individu envers un autre, ou envers d’autres.",la_servitude_volontaire
"C’est travailler soi-même, mais au profit d’autrui, c’est-à-dire servir l’intérêt d’autrui au détriment du sien en faisant l’usage de sa propre force de travail.",la_servitude_volontaire
"La servitude, en ce sens, serait une sorte de réduction de l’être à cet état, une réification qui impliquerait une forme de passivité par rapport à son existence, mais aussi une aliénation.",la_servitude_volontaire
"Il est important à ce stade de différencier la servitude de l’esclavage : si l’esclavage est une contrainte, une domination, une privation de liberté légalement inscrite et juridiquement encadrée, où toute tentative de fuite ou de protestation est susceptible de poursuites judiciaires voire de punitions corporelles, la servitude est plus un état, une place ou une fonction au sein d’une structure sociale et politique, plutôt qu’un statut légal clairement défini, et qui de surplus est sans doute plus sévère et cruel que la servitude.",la_servitude_volontaire
La servitude n’est donc pas une contrainte au même titre que l’esclavage.,la_servitude_volontaire
"Elle peut même être, nous allons le voir, volontaire.",la_servitude_volontaire
Mais à quel titre ?,la_servitude_volontaire
"Comment peut-on consentir à être réduit à un outil, un objet qui sert à un autre ?",la_servitude_volontaire
Comment peut-on choisir librement d’être dominé ?,la_servitude_volontaire
"Le nœud du problème, en effet, semble être ce terme : volontaire.",la_servitude_volontaire
"Il implique tout d’abord un certain degré de connaissance de ce à quoi on consent, mais il implique également un certain degré de liberté, assez tout du moins pour faire un choix sur sa propre existence : si on est volontaire c’est semble-t-il, qu’on a fait un choix libre, en pesant le pour et le contre.",la_servitude_volontaire
"Mais quant à la servitude, ce pourrait-il être vraiment volontaire en tout connaissance de causes ?",la_servitude_volontaire
"Serait-ce réellement librement consenti, ou y aurait-il comme une sorte de voile occultant qui obscurcit notre conscience, de sorte qu’on puisse consentir à notre propre servitude malgré nous et sans même le savoir ?",la_servitude_volontaire
"Afin de répondre à ce problème, nous développerons notre raisonnement sur trois parties.",la_servitude_volontaire
"Dans une première partie, nous verrons que la servitude volontaire s’explique par un certain type de structure sociale qui fait que la plupart des citoyens, bien qu’asservis, tirent un certain avantage, si bien qu’ils préfèrent rester en servitude plutôt que de risquer une refonte de leur système politique.",la_servitude_volontaire
"Dans une seconde partie, nous verrons que la servitude volontaire peut s’expliquer par une attitude telle que le monde nous apparaît comme déjà-là, figé, extérieur et indépendant à nous, et même comme transcendant, au point que notre servitude est vécue comme naturalisée.",la_servitude_volontaire
"Enfin, dans un troisième partie, nous verrons que la servitude est volontaire au sens où nous la reconduisons nous même : notre réification étant intériorisée, nous perpétuons et reproduisons factuellement, bien que malgré nous, notre propre servitude.",la_servitude_volontaire
"Si, dans un certain système politique donné, nous nous maintenons volontairement dans un état de servitude, c’est peut-être avant tout par souci de conservation de soi, et par peur que, en tentant de sortir de cet état, on finisse dans un état de servitude pire encore.",la_servitude_volontaire
"Mais cette crainte n’est pas forcément due à des répercussions ou châtiments, comme on pourrait s’y attendre dans un système tyrannique.",la_servitude_volontaire
"Justement, dans son Discours de la servitude volontaire, écrit au XVIème siècle, qui est un discours contre la tyrannie, La Boétie essaie de comprendre pourquoi les régimes tyranniques durent, au lieu d’être renversés par le peuple, maintenu dans un état de servitude qui devrait, semble-t-il, lui être insupportable.",la_servitude_volontaire
"La Boétie affirme que, contrairement à ce qu’on pourrait croire, la servitude n’est pas une contrainte qui viendrait de l’extérieur, mais est volontaire.",la_servitude_volontaire
"Il soutient également que pour qu’un système politique tyrannique, qui fonctionne par la domination des citoyens, soit durable, il est même nécessaire que cette servitude soit volontaire et non contrainte.",la_servitude_volontaire
"Pour expliquer cela, La Boétie dresse un schéma de la structure de pouvoir du gouvernement tyrannique : c’est une structure pyramidale, où chacun est relié - sauf le tyran tout en haut - horizontalement et verticalement, par des chaînes, auxquelles on consent car il est possible d’en tirer un avantage.",la_servitude_volontaire
"En effet, même en bas de la pyramide, on se rend complice du tyran par cupidité et par désir d’honneurs : on veut servir celui auquel on est asservi dans l’espoir de pouvoir gravir les échelons.",la_servitude_volontaire
"Mais, en se rendant volontairement complice de la tyrannie, on perd du même coup sa liberté.",la_servitude_volontaire
"Volonté n’est donc pas synonyme de liberté : il y a une volonté par cupidité et égoïsme, de servir au mieux son tyran, dans l’espoir d’honneurs, et par peur d'atterrir plus bas encore dans la structure pyramidale.",la_servitude_volontaire
"Cette structure hiérarchique est donc fondée sur le contrôle social et pourtant, une majorité des tyrannisés, en état de servitude, trouvent un intérêt à la tyrannie, d’où le fait que leur servitude soit volontaire.",la_servitude_volontaire
Mais la servitude volontaire ne se trouve-t-elle que dans les régimes tyranniques ?,la_servitude_volontaire
"Il semblerait que partout où il y a domination, il peut y avoir servitude volontaire, y compris dans les temps modernes.",la_servitude_volontaire
"On peut penser à l’économie moderne et contemporaine, qui voit s’accroître voire favorise les inégalités.",la_servitude_volontaire
"Dans ce contexte, les femmes ont souvent été, historiquement, financièrement dépendantes de leurs maris.",la_servitude_volontaire
"Longtemps, cela a été presque une nécessité, pour vivre, d’être asservie à son mari.",la_servitude_volontaire
"Dans Le deuxième sexe, Simone de Beauvoir essaie de déceler les raisons pour lesquelles les femmes ne protestent pas davantage contre leur état de servitude dans une société patriarcale.",la_servitude_volontaire
"Elle explique que, du moins pour les femmes blanches et bourgeoises, cette servitude est volontaire : au lieu de s’associer à d’autres femmes, notamment des femmes racisées, travailleuses ou ouvrières, elles préfèrent devenir complices de leurs maris, blancs et bourgeois.",la_servitude_volontaire
"Ce faisant, elles deviennent alliées de la classe bourgeoise parce qu’elles peuvent en tirer profit : elles jouissent alors de privilèges économiques, sociaux et culturels.",la_servitude_volontaire
"Pourtant, elles restent tout autant dans un état de servitude, notamment en adossant une charge de travail non reconnu et non rémunéré, notamment l’éducation et la garde des enfants, la cuisine, les courses et le ménage ; toutes ces choses quotidiennes qui sont dévalorisées mais constituent une charge de travail non négligeable.",la_servitude_volontaire
"Mais ici, pour Simone de Beauvoir, contrairement à La Boétie, “volontaire” veut bien dire libre.",la_servitude_volontaire
"Car en effet, dans la philosophie de Beauvoir, tout être humain est absolument libre.",la_servitude_volontaire
"En réalité, la servitude des femmes est volontaire précisément parce que la liberté absolue peut être une charge trop difficile à porter : certaines femmes peuvent alors préférer déléguer la responsabilité de leur existence à quelqu’un d’autre, et leur demander alors de la prendre en charge de lui donner un sens.",la_servitude_volontaire
"Mais comment expliquer que certain(e)s, qui n’ont rien à gagner de leur servitude, ne s’insurgent pas non plus ?",la_servitude_volontaire
"En effet, pour La Boétie, une majorité peuvent en tirer profit, mais ceux tout en bas de la structure hiérarchique du pouvoir ne peuvent pas consentir à leur servitude, puisqu’ils n’y ont aucun intérêt.",la_servitude_volontaire
"De manière similaire, pour Beauvoir, il s’agit ici de femmes blanches et bourgeoises, qui peuvent donc s’allier avec la classe sociale dominante.",la_servitude_volontaire
"Mais on pourrait très bien imaginer un ouvrier ou une ouvrière qui loue et défend un(e) multimilliardaire pour qui ils travaillent, bien qu’ils soient exploités plus que quiconque.",la_servitude_volontaire
"Comment, donc, expliquer une servitude volontaire lorsqu’on ne peut tirer aucun profit de cette servitude ?",la_servitude_volontaire
"La servitude volontaire peut également s’expliquer par une attitude qu’on pourrait appeler “attitude naturelle”, et qui consiste à percevoir le monde comme étant à distance de la conscience qui le perçoit.",la_servitude_volontaire
"En d’autres termes, cela consisterait à voir le monde comme un déjà-là figé, extérieur et indépendant à, et même transcendant la conscience qui le perçoit, c’est-à-dire que le monde nous apparaîtrait immédiatement comme une chose sur laquelle on n’a aucune prise, aucun pouvoir d’agir.",la_servitude_volontaire
"C’est ce que Heidegger, dans Etre et temps, pointe en parlant du “devenir-monde de la métaphysique”, c’est-à-dire que la métaphysique idéaliste et transcendante serait en train de s’objectiver dans le réel par le biais de la technique moderne, ce qui résulterait en un monde qui nous apparaîtrait comme transcendant et déjà là, à l’image de la métaphysique idéaliste.",la_servitude_volontaire
"C’est pour cela que, pour Heidegger, nous ne sommes plus seulement devant la technique, mais nous sommes dans les catégories de la technique, c’est-à-dire que la technique s’emparerait du mode d’être et du monde des hommes.",la_servitude_volontaire
"La servitude deviendrait alors ici synonyme d’aliénation, et elle serait volontaire précisément parce que l’homme est à l’origine de ce devenir-monde de la métaphysique par la technique moderne qui l’aliène.",la_servitude_volontaire
"Prenons un exemple : dans Etre et temps, Heidegger imagine une machine monstrueuse : la Sprachmachine, ou machine à parler.",la_servitude_volontaire
"Contrairement à la Sprachmachine matière parlante, qui correspond à nos appareils d'enregistrement, de reproduction et de diffusion du son, comme la radio par exemple - la Sprachmachine parlerait toute seule : elle ne répétait pas seulement une voix humaine préalablement enregistrée, mais créerait elle-même des phrases signifiantes.",la_servitude_volontaire
"On pourrait penser aux logiciels d’intelligence artificielle, qui écrivent désormais des articles et des poèmes, et avec lesquels on peut même converser.",la_servitude_volontaire
"Ces Sprachmachines, selon Heidegger, s’emparent du langage humain et donc de leur mode d’être.",la_servitude_volontaire
"En ce sens, l’homme serait dans un état de servitude, qui prend ici le sens d’aliénation, tout en créant lui-même les conditions de cette servitude.",la_servitude_volontaire
"Cette aliénation est également volontaire au sens où l’homme adopte une attitude naturelle non questionnée, qui fait que le monde ainsi que notre condition nous apparaissent comme naturalisés et nécessaires.",la_servitude_volontaire
"De manière similaire, dans le premier tome du Deuxième sexe, Simone de Beauvoir explique que c’est aussi parce que le monde ne nous apparaît pas de prime abord comme un monde originairement ouvert, comme un monde sur lequel je peux réellement agir, et donc que je pourrais changer, mais au contraire parce qu’il nous apparaît immédiatement comme étant extérieur, indépendant et transcendant que l’état de servitude peut en quelque sorte être volontaire, dans le sens où il est non questionné, emis en cause, en encore moins protesté.",la_servitude_volontaire
"En effet, Beauvoir nous dit que, au lieu de se voir soi-même comme conscience transcendantale, ce sont les institutions politiques, les normes sociales, les lois économiques, et plus généralement les mœurs et les coutumes que l’on vit comme étant transcendantes et immuables.",la_servitude_volontaire
"D’où la difficulté de saisir, de prendre conscience de sa propre servitude, puisqu’elle nous apparaît comme entièrement normale et même comme naturelle.",la_servitude_volontaire
"Cette servitude est alors volontaire au sens où elle est passivement consentie, c’est-à-dire que, n’étant pas conscientisée, elle n’est pas remise en question.",la_servitude_volontaire
"C’est pour cela que, dans le premier tome du Deuxième sexe ainsi que les Mémoires d’une jeune fille rangée, Beauvoir décrit la femme comme une éternelle enfant.",la_servitude_volontaire
"Car le passage à l’âge adulte se fait précisément par la mise en doute du monde tel qu’il nous a été présenté et tel qu’il nous apparaît immédiatement : on se met à douter de ce que nos parents nous ont inculqué, de ce que nos professeurs nous ont appris, on met en doute les codes, les règles, les coutumes et normes sociales, etc.",la_servitude_volontaire
C’est cette expérience du doute qui permet d’avoir confiance en sa capacité à agir sur le monde et à prendre charge de son existence.,la_servitude_volontaire
"Mais plus le degré d’aliénation de l’individu est important, plus sa servitude qui pourtant, factuellement, est volontaire et non contrainte directement, ne nous apparaît pas même comme une aliénation.",la_servitude_volontaire
"Ainsi, il semblerait que, pour qu’une servitude ne soit plus volontaire, mais donne lieu à une forme de protestation, il suffirait de prendre conscience de sa propre aliénation.",la_servitude_volontaire
"Il faudrait prendre conscience de cette structure générale de la société, qui semble fonctionner précisément par la domination de certains individus, ou de certains groupes, sur d’autres.",la_servitude_volontaire
"La difficulté étant que, pour qu’il n’y ait plus de servitude, il faudrait, semble-t-il, absolument tout changer.",la_servitude_volontaire
"Seulement, selon La Boétie, Heidegger et Beauvoir, une majorité des individus vivent dans un état de servitude.",la_servitude_volontaire
"Alors, s’ils prennent conscience de leur asservissement, ce travail de refonte politique n’apparaît plus comme étant titanesque.",la_servitude_volontaire
"Seulement, suffit-il vraiment d’avoir conscience de sa propre servitude pour arrêter d’y consentir, ne serait-ce que passivement, résolument ?",la_servitude_volontaire
"Un nombre important de textes portant sur le sujet, de la Boétie en passant par Le Capital de Marx, ont été lu et apprécié en masse sans que cela libère le prolétariat et provoque une résolution internationale, par exemple.",la_servitude_volontaire
"Il ne suffit donc pas de savoir pour vouloir, ou tout du moins pour pouvoir sortir de son état de servitude.",la_servitude_volontaire
"C’est peut-être que l’aliénation, ou la servitude, se déploie sur plusieurs niveaux, et qu’il ne suffit pas de prendre conscience d’un niveau d’aliénation pour renoncer à sa servitude.",la_servitude_volontaire
"Marx en effet pensait que, en faisant prendre conscience au prolétariat de leur servitude - notamment, en tant que salariés, du travail gratuit qu’ils procurent au service de leur employeur, mais également leur aliénation des moyens de production et de la production elle-même, bref de leur force de travail -, la révolution aurait lieu.",la_servitude_volontaire
"Mais, malgré une lecture attentive, et une distribution massive des travaux de Marx, cela n’a pas eu lieu.",la_servitude_volontaire
"C’est précisément à ce problème que tentent de répondre les philosophes de l’école de Francfort, ou “théorie critique de la société”, notamment Adorno et Horkheimer dans leur ouvrage Dialektik der Aufklärung ou Dialectique de la raison, publié dans la première moitié du XXème siècle.",la_servitude_volontaire
"Selon eux, il y aurait un autre niveau de l’aliénation, qui ne serait pas une servitude au sens d’une aliénation de sa force de travail, qui profiterait non pas à soi-même mais à son supérieur, ou encore une servitude au sens où le monde nous apparaîtrait comme immuable, nous mettant alors dans un état passif de résiliation, même en ayant conscience de sa servitude, puisque cette dernière nous apparaîtrait alors comme normale et naturelle.",la_servitude_volontaire
"Adorno et Horkheimer décèlent un autre niveau qui serait celui d’une réification internalisée : ce serait la domination de la société sur l’individu, qui fait qu’on ne devient plus que des concepts, des catégories figées.",la_servitude_volontaire
"On devient alors consommateurs, par exemple, de sorte qu’il est difficile de savoir si ce que l’on consomme provient d’un désir, et provoque un plaisir, authentiques, ou si l’acte de consommer n’est que le fruit de la réification de la conscience, devenue consommateur.",la_servitude_volontaire
"On devient alors des catégories sociales : femme, homme, danseuse, footballeur, … chacun joue un rôle, volontairement, tout en y étant en un certain sens asservi.",la_servitude_volontaire
"Il s’agit alors d’une servitude volontaire au sens où nous la reconduisons nous-mêmes : notre réification étant internalisée, nous perpétuons, reproduisons et renforçons, factuellement et effectivement, bien que malgré nous, notre propre servitude.",la_servitude_volontaire
"On pourrait penser au concept d’habitus chez le sociologue Pierre Bourdieu, qui correspond à une internalisation à même le corps, c’est-à-dire une incorporation, de gestes, de phrases, de mouvements anodins, quotidiens, banals, et qui pourtant perpétuent et accentuent notre propre servitude.",la_servitude_volontaire
"On peut penser aux femmes qui, lors d’un dîner, vont être les premières machinalement à débarrasser la table.",la_servitude_volontaire
"Dans son article “Throwing like a girl”, ou “Jeter comme une fille”, la philosophe contemporaine Iris Marion Young combine une approche phénoménologique et une approche de la théorie critique pour montrer que les filles et les femmes incorporent leur servitude.",la_servitude_volontaire
"Là où les garçons, pour jeter un ballon vont utiliser tout leur corps pour se propulser et le jeter le plus loin possible, les filles n’utilisent que leur bras.",la_servitude_volontaire
"Pour Young, cela est la marque d’une réification comme une sorte d’amputation des variations existentielles des jeunes filles.",la_servitude_volontaire
"En ce sens, il y aurait une servitude volontaire, non plus au sens où cette servitude serait le résultat d’un choix entièrement libre et délibéré, mais au sens où, même si on a conscience de notre propre servitude, on est porteur d’une réification à même son corps qui fait que, par des gestes anodins et banals, on perpétue et on renforce sa propre servitude, sans que cette perpétuation soit vécue comme quelque chose de contraignant, coercitif ou douloureux.",la_servitude_volontaire
"Pour conclure, nous avons d’abord compris la servitude volontaire comme une sorte de servage, c’est-à-dire de labeur qui profite non pas à soi mais à autrui, auquel on consent car, par cupidité ou par confort, notre état de servitude nous délivre tout de même certains avantages ou tout du moins certains espoirs.",la_servitude_volontaire
"Nous avons ensuite compris la servitude volontaire comme aliénation, en adoptant une attitude naturelle face à un monde qui nous paraît alors naturalisé : notre servitude peut alors nous apparaître comme normale et naturelle, et alors, elle est comme invisible.",la_servitude_volontaire
Elle est alors volontaire au sens où elle est passivement consentie.,la_servitude_volontaire
"Enfin, nous avons compris la servitude comme une réification internalisée, qui est volontaire au sens où elle ne s’impose pas de l’extérieur mais est perpétuée, reproduite, renforcée et même naturalisée par nos propres gestes et actions.",la_servitude_volontaire
"La ""Tentative"" (c’est ainsi qu’il l’appelle) menée par Fernand Deligny dans le village de Monoblet à partir des années 1950 a consisté à accueillir des enfants autistes délaissés par les institutions psychiatriques pour cause de troubles du langage trop importants pour être soignés, et à chercher à élaborer avec eux un mode de communication et un mode de vie qui s’a-pare pas par de langage articulé.",langage_et_realité
"L’autisme, en effet, est généralement défini comme l’échec de l’accès par l’enfant à la réalité et au langage, et consécutivement comme l’échec de la constitution d’une personnalité propre avec qui il soit possible, même a minima, de communiquer.",langage_et_realité
"Prenant le contrepied d’une telle définition, Deligny tente, en ne rendant pas commun et partageable, d’élaborer le mode d’expression des enfants autistes en écartant ce ""qui"", en lui, constitue un danger véritable, et de faire ainsi droit à une réalité radicalement autre que celle à laquelle les autistes n’auraient pas accès.",langage_et_realité
"Une telle expérience met en évidence la tension, semble-t-il constitutive du rapport entre langage et réalité, rapport dont il s'agit d'interroger ici l'ambiguïté et la nature, en instituant de raison de la coordination du langage et de la réalité.",langage_et_realité
"En première approche, on peut définir le langage comme de faculté de communiquer possédée par les êtres vivants (selon une définition extensive) ou par les êtres humains (selon une définition restrictive) par l'intermédiaire de signes, agencés selon une certaine codification, et permettant un échange d'information ou l'expression d'états subjectifs et objectifs.",langage_et_realité
"Le langage est articulé et en puissance porteur d'un sens ; par contre, il n'est pas forcément parlé : la parole, en effet, concerne l'usage du langage par une instance particulière : qu'elle soit singulière (""je"") ou collective (""nous"").",langage_et_realité
"Or, le sens semble être ce par quoi la définition du langage doit faire intervenir la notion de réalité.",langage_et_realité
"La référence du langage à la réalité constituerait son sens, ou permettrait de rendre le langage signifiant, pour autant qu’il rendrait possible la désignation, la description ou l’expression de cette réalité.",langage_et_realité
La description ou l'apprentissage de cette réalité.,langage_et_realité
"Or, premièrement, si le langage et la réalité sont deux ordres indépendants et si le ""et"" peut être utilisé dans une coordination simple, le langage apparaît alors comme une certaine codification, fondée sur une convention, permettant de communiquer à propos de cet autre ordre que serait la réalité, entendue comme ce à quoi l'on aurait immédiatement affaire.",langage_et_realité
"Le langage sert alors à se mettre d’accord sur ce sur quoi on agit et on vit ; langage et réalité apparaissent comme des structures stables et fiables, mais dans des coordonnées radicalement hétérogènes.",langage_et_realité
"Mais pour qu'il y ait signification, il faut que la réalité vienne donner au langage sa consistance, langage dont on a justement besoin pour désigner et décrire cette réalité.",langage_et_realité
On semble alors heurter un rapport circulaire : le langage est-il fonction de la réalité ou la réalité fonction du langage ?,langage_et_realité
"Secondement, on peut estimer que le langage permet de dire ce qui est, donc exprime la réalité en tant qu’elle le préside et le fonde.",langage_et_realité
Le “et” exprime alors un rapport de fondation.,langage_et_realité
"Mais la relation d'expression fait problème ; car si la réalité donne au langage son fondement, n'est-ce pas par la médiation du langage que nous avons accès à la réalité ?",langage_et_realité
"Et même, ne peut-on dire que, plus qu'une voie d'accès à la réalité, le langage est ce par quoi il y a réalité ?",langage_et_realité
"Dans ce cas, on pourrait aller jusqu'à faire du langage non seulement ce par quoi ceux qui en sont doués sont au monde, mais aussi ce par quoi le monde est doué de réalité.",langage_et_realité
On voit donc que le lien entre langage et réalité est problématique pour autant que la plurivocité de chacun des termes est fonction de celle de l'autre.,langage_et_realité
"Or, d'une part, si le langage et la réalité sont radicalement hétérogènes, alors on ne comprend plus la possibilité du sens, constitutif du langage : même dire n’importe quoi serait une impossibilité.",langage_et_realité
"Mais, d’autre part, s’ils sont radicalement homogènes, alors on ne voit plus en quoi consiste la structure du renvoi qui justifie les particularités du langage par rapport à une réalité en elle-même muette.",langage_et_realité
"Il s’agit donc d’examiner la nature du lien entre langage et réalité et de demander si ce lien - de fondation, d’expression, d’élucidation - n’est pas lui-même produit par le langage, ou s’il est producteur de celui-ci.",langage_et_realité
"Et pour cela, on ne pourra pas faire l’économie de l’insistance qui prend en charge le langage, en demandant en quoi elle est déterminante de la réalité à laquelle elle se rapporte.",langage_et_realité
"On examinera d'abord la question de l'expression, par le langage, d'une réalité entendue comme positivité dont l'accès est à sa charge.",langage_et_realité
"Puis on se demandera si, plutôt que la réalité ne fonde le langage dans sa légitimité et son efficacité, ce n'est pas le langage qui constitue la réalité, en la structurant et en la rendant commune.",langage_et_realité
"Enfin, on envisagera la capacité du langage à dire la vérité, capacité dont on fera l'hypothèse qu'elle discrimine ce qui relève de la réalité et ce qui relève de l'irréalité.",langage_et_realité
"Il convient, dans un premier temps, de faire émerger les caractéristiques du langage par lesquelles celui-ci est susceptible d’être en lien avec une réalité que l’on définira, pour l’instant, comme une positivité avec laquelle on se lie en tant qu’on la perçoit ou qu’on en fait partie.",langage_et_realité
"Autrement dit, que les signes constitutifs du langage soient conventionnel, arbitrairement décidés par le groupe qui use de ce langage, ou qu'ils soient faits à la semblance des choses du monde, le langage semble être la faculté par laquelle se trouve désignée (par des noms) et décrite (par des propositions) la réalité.",langage_et_realité
"En ce sens, le langage est coordonné à la réalité en tant qu'il l'exprime avec fidélité, par la signification de ses unités de sens, sa syntaxe, et les cohérences des phrases articulées.",langage_et_realité
"On dira alors que le langage est fondé en réalité, selon un double registre : celui du sens et celui de la référence, par quoi le langage donne accès à la réalité.",langage_et_realité
"En quoi consiste, dès lors, le rapport de signification ?",langage_et_realité
Et qu'est-ce qui fonde la fidélité de la signification à la réalité ?,langage_et_realité
"Une telle question engage un parcours de type génétique, comprenant le langage sous ses formes minimales (cri) et maximales (discours articulé) et invitant à considérer par conséquent la variété des formes du langage, dont le langage non est une possibilité, mais aussi les codifications et les symboles de toutes sortes pourvu précisément qu’elles satisfassent à l’exigence de sens.",langage_et_realité
"Cette exigence recourt, on l'a dit, la signification, mais aussi la communicabilité par quoi le langage circule et est activé.",langage_et_realité
C’est à un tel parcours que se livre Rousseau dans son Essai sur l'origine des langues.,langage_et_realité
"Parler d'origine des langues, c'est pour lui, en effet, signaler que les langues s'originent dans le langage dont l'extension est plus vaste et les réquisits d'un autre ordre que celui du langage parlé (en quoi consistent les langues).",langage_et_realité
"Parmi les réquisits, on compte singulièrement celui de la signification, terme qui signifie, dans ce contexte, l'expression dans l’extériorité d'une singularité intérieure.",langage_et_realité
"Le langage est doublement fondé en réalité dans ce cas : d'abord, parce que l'expression est immédiate, directe, garantissant ainsi la fidélité de la signification à la réalité qu'elle exprime ; ensuite, parce qu'elle exprime, c'est-à-dire extériorise, l'intimité de la réalité même, à savoir ce que Rousseau appelle le ""coeur"" et puis est la manière dont la réalité est vécue par un individu.",langage_et_realité
"Dans ce cadre, l'examen de la notion de signe sert à montrer le rapport transitif entre le langage et la réalité.",langage_et_realité
"Le signe peut être constitué par la voix ou le geste, il est signe, donc langage, en tant qu' il exprime une intériorité dans l'extériorité, ou qu'il signifie le rapport à cette intériorité à l'extériorité.",langage_et_realité
"Ainsi, si les gestes permettent de signifier les besoins, les mots permettent de signifier les passions.",langage_et_realité
"Les gestes servent à définir et ordonner la réalité extérieure, tandis que les mots servent à décrire les sentiments et modifier ceux des autres.",langage_et_realité
"Le langage est l’expression du sens, en tant que celui-ci correspond à la réalité ?",langage_et_realité
"En retour, le langage permet de donner une garantie à l'expérience faite de la réalité : par exemple, dit Rousseau, on sait qu'un corps est réel en touchant ce corps, parce que le mot ""corps"" désigne le cœur qui bat, le sang qui circule.",langage_et_realité
